Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
118,GTFT: 0.33,2.613807531380753,0.9006973500697351,0.0,1.0,0.7899581589958159,0.1107391910739191,0.03626220362622036,0.06304044630404462,1.0,0.42259842870307995,1.0,0.4143375492432096
119,Prober,2.613807531380753,0.4691771269177127,89.0,0.0,0.3211994421199442,0.1479776847977685,0.28005578800557884,0.2507670850767085,0.8082490409319678,0.6019122190263131,0.7565338752838753,0.44377018043684713
120,VeryBad,2.61255230125523,0.8937238493723849,4.0,1.0,0.7880055788005579,0.10571827057182705,0.03542538354253835,0.0708507670850767,0.9992625368731562,0.7659402625422043,0.8137755102040816,0
121,"ZD-GEN-2: 0.125, 0.5, 3",2.610460251046025,0.8760111576011158,13.0,1.0,0.7654114365411436,0.11059972105997211,0.04769874476987448,0.07629009762900976,1.0,0.530017205017205,0.6183641975308642,0.22641807952812737
122,Hard Tit For 2 Tats,2.606276150627615,0.902928870292887,0.0,1.0,0.7948396094839609,0.10808926080892607,0.03138075313807531,0.06569037656903766,1.0,0.7285174946066036,0.46695402298850575,0.5324143692564745
123,Detective,2.601673640167364,0.5543933054393305,66.0,1.0,0.398047419804742,0.15634588563458857,0.24114365411436542,0.20446304044630403,0.6449097603184972,0.5794039294039295,0.7855751271335685,0.5316273343059057
124,Stochastic Cooperator,2.601673640167364,0.7232914923291492,78.0,1.0,0.6057182705718271,0.11757322175732218,0.1298465829846583,0.14686192468619247,0.926476429337638,0.3720411532911532,0.4112239977958396,0.5338464083687015
125,Appeaser,2.600836820083682,0.8403068340306834,22.0,1.0,0.7262203626220363,0.11408647140864714,0.06666666666666667,0.09302649930264993,1.0,0,0,1.0
126,Second by Leyvraz,2.6,0.8725244072524407,4.0,1.0,0.7588563458856347,0.11366806136680614,0.05090655509065551,0.07656903765690377,0.9493992921621836,0.4977310287916349,0.7897656492593202,0.5794842219184324
127,Evolved ANN 5 Noise 05,2.599581589958159,0.9311018131101814,8.0,1.0,0.8026499302649931,0.12845188284518827,0.03165969316596932,0.037238493723849374,0.9907010014306152,0.8182950920790288,0.9314465408805032,0.5303030303030303
128,"ZD-Extort-2: 0.1111111111111111, 0.5",2.592050209205021,0.6369595536959554,113.0,1.0,0.5423988842398884,0.09456066945606695,0.1517433751743375,0.2112970711297071,0.8731891089491438,0.6379809482632063,0.4533936301793445,0
129,Delayed AON1,2.5916317991631797,0.8457461645746165,18.0,1.0,0.7266387726638772,0.1191073919107392,0.06638772663877267,0.08786610878661087,0.9911042277054138,0.3693386243386243,0,1.0
130,Meta Winner Ensemble: 217 players,2.591213389121339,0.32398884239888426,167.0,0.9456066945606695,0.2107391910739191,0.11324965132496513,0.3209205020920502,0.35509065550906554,0.4391161616161616,0.4397139431312094,0.24512846169957908,0.27898936749595843
131,Nice Meta Winner: 217 players,2.5895397489539747,0.8815899581589958,17.0,1.0,0.7502092050209206,0.13138075313807532,0.05369595536959554,0.06471408647140865,0.9347495076298638,0.8564696981295278,0.4593025493025493,0.5603556166056166
132,Tit For 2 Tats,2.588284518828452,0.9200836820083682,0.0,1.0,0.8086471408647141,0.11143654114365412,0.02175732217573222,0.05815899581589958,1.0,0.7463997113997114,1.0,0
133,Second by Cave,2.587866108786611,0.9251046025104602,0.0,1.0,0.797768479776848,0.12733612273361228,0.030264993026499303,0.044630404463040445,1.0,0.5145750083250084,1.0,0.6140022271966716
134,Meta Winner Long Memory: 136 players,2.5874476987447697,0.6082287308228731,136.0,1.0,0.4302649930264993,0.17796373779637378,0.2301255230125523,0.1616457461645746,0.6610226161450478,0.7170165597576652,0.4941995041995042,0.7270524614274615
135,First by Grofman,2.584100418410042,0.8871687587168758,9.0,1.0,0.7610878661087866,0.12608089260808925,0.046582984658298465,0.06624825662482567,1.0,0.2945536081565493,0.434705947647124,1.0
136,Hard Prober,2.5811715481171547,0.43193863319386333,93.0,0.0,0.2824267782426778,0.1495118549511855,0.2903765690376569,0.27768479776847976,0.8492280336542632,0.592121212121212,0.4376261152042402,0.5683842667936305
137,Stochastic WSLS: 0.05,2.580334728033473,0.7453277545327754,54.0,1.0,0.6057182705718271,0.1396094839609484,0.12677824267782428,0.12789400278940027,0.9440252153282651,0.2141932141932142,0.2275940761234879,0.9646150038591901
138,Meta Winner Finite Memory: 81 players,2.577405857740586,0.5140864714086472,137.0,1.0,0.33110181311018133,0.18298465829846583,0.27503486750348677,0.2108786610878661,0.6269377903420457,0.859196935466989,0.30441481667373665,0.6115744435576836
139,Prober 4,2.571548117154812,0.5,144.0,1.0,0.30474198047419804,0.19525801952580193,0.2903765690376569,0.2096234309623431,0.42052460142737924,0.48585957151530923,0.5769589394589393,0.5563248204309656
140,"ZD-Extortion: 0.2, 0.1, 1",2.5686192468619247,0.36499302649930265,192.0,1.0,0.29372384937238494,0.07126917712691772,0.2624825662482566,0.37252440725244074,0.6247069095753306,0.4449754901960784,0.3502719166659264,0
141,Raider,2.5635983263598328,0.3514644351464435,98.0,0.0,0.201534170153417,0.1499302649930265,0.3298465829846583,0.3186889818688982,0.9269929846938776,0.6319136745607334,0.45972406464209736,0.5231704425908578
142,Meta Mixer: 217 players,2.5610878661087866,0.6557880055788006,98.0,0.8563458856345886,0.48535564853556484,0.1704323570432357,0.1898186889818689,0.15439330543933052,0.7295820041441088,0.4655486116693014,0.7278334829421785,0.48784539534539534
143,Second by Yamachi,2.5585774058577404,0.9158995815899582,0.0,1.0,0.7863319386331938,0.12956764295676432,0.029567642956764298,0.054532775453277546,0.9397483625597268,0.7848786801757097,0.9878048780487805,0.7685185185185184
144,"DBS: 0.75, 3, 4, 3, 5",2.5548117154811716,0.9192468619246862,3.0,1.0,0.7860529986052999,0.13319386331938635,0.03110181311018131,0.0496513249651325,0.9968117408906882,0.8551241258741258,1.0,0.6309523809523808
145,TF1,2.5510460251046028,0.42329149232914925,169.0,1.0,0.2965132496513249,0.12677824267782428,0.2697350069735007,0.3069735006973501,0.4204650626725231,0.7147161689534571,0.5820001466986392,0.405890835355121
146,First by Nydegger,2.5493723849372385,0.902231520223152,19.0,1.0,0.7482566248256626,0.15397489539748951,0.05216178521617852,0.04560669456066946,0.9826603577210702,0.8118856024358417,0.6079638752052546,0.6959288653733098
147,Random Tit for Tat: 0.5,2.5493723849372385,0.6606694560669456,91.0,1.0,0.4885634588563459,0.17210599721059971,0.18661087866108786,0.15271966527196654,0.750959453651606,0.37957573651004306,0.9061764504652436,0.31890002172260234
148,Meta Winner Deterministic: 149 players,2.5489539748953978,0.6324965132496513,126.0,1.0,0.42454672245467223,0.20794979079497908,0.22663877266387725,0.1408647140864714,0.6534079046376206,0.8838789107505685,0.5363058387251936,0.7197530864197531
149,First by Downing,2.5443514644351466,0.3232914923291492,115.0,0.0,0.1891213389121339,0.13417015341701535,0.32552301255230126,0.3511854951185495,0.9369450895424921,0.6567694706087562,0.31582336942618827,0.6475299603128684
150,"ZD-SET-2: 0.25, 0.0, 2",2.5443514644351466,0.5691771269177127,120.0,1.0,0.4227336122733612,0.14644351464435146,0.21422594142259416,0.21659693165969315,0.7239102300670384,0.3862254885510699,0.5389714794423314,0.3522109656589893
151,"ZD-Extort-4: 0.23529411764705882, 0.25, 1",2.5418410041841004,0.402649930264993,184.0,1.0,0.3186889818688982,0.08396094839609484,0.24741980474198047,0.3499302649930265,0.6229129841661336,0,0.49112526869376183,0
152,Second by Appold,2.5397489539748954,0.9234309623430962,3.0,1.0,0.7831241283124127,0.1403068340306834,0.02914923291492329,0.04741980474198048,0.9518296476071864,0.8386818199568056,0.8815104166666666,0.5349435286935288
153,Second by Black,2.5376569037656904,0.9401673640167364,0.0,1.0,0.799721059972106,0.1404463040446304,0.02105997210599721,0.03877266387726639,0.9830825315726804,0.8664490033867196,0.8223698781838318,0.502977392977393
154,Meta Winner: 217 players,2.5364016736401678,0.6495118549511855,122.0,1.0,0.4394700139470014,0.2100418410041841,0.21868898186889818,0.13179916317991633,0.6858025405122261,0.888040729480358,0.5073031062504746,0.6677183456844473
155,Second by Gladstein,2.5313807531380754,0.5861924686192469,57.0,0.0,0.4177126917712692,0.16847977684797769,0.21520223152022316,0.19860529986053,0.7906597167976032,0.629226756149833,1.0,0.5449737328643579
156,Knowledgeable Worse and Worse,2.5292887029288704,0.44881450488145047,162.0,0.895397489539749,0.3072524407252441,0.14156206415620642,0.2714086471408647,0.27977684797768476,0.5681297712659606,0.49760586209972707,0.3681848000760449,0.2961798681890706
157,Ripoff,2.5292887029288704,0.5691771269177127,71.0,0.0,0.401534170153417,0.1676429567642957,0.22245467224546722,0.20836820083682006,0.8635758917447722,0.6208141012776774,1.0,0.5633229596192559
158,Predator,2.5271966527196654,0.23472803347280335,169.0,1.0,0.12259414225941423,0.11213389121338913,0.3471408647140865,0.4181311018131102,0.6464731214731214,0,0.3128926482873851,0.2415675994609375
159,CollectiveStrategy,2.526359832635983,0.11715481171548117,221.0,1.0,0.09511854951185496,0.02203626220362622,0.33807531380753136,0.5447698744769874,0.6138888888888889,0,0,0.4953721659604013
160,Second by Rowsam,2.5246861924686193,0.9324965132496513,7.0,1.0,0.7772663877266387,0.15523012552301255,0.030822873082287306,0.036680613668061364,0.9214498466224534,0.7697785940210182,1.0,1.0
161,Meta Hunter: 6 players,2.5230125523012554,0.9284518828451883,14.0,1.0,0.7768479776847977,0.15160390516039052,0.03082287308228731,0.04072524407252441,0.9749387974071574,0.8984119621874724,0.9444444444444444,0.8676470588235294
162,Second by Tester,2.521338912133891,0.5821478382147838,60.0,0.0,0.41534170153417016,0.16680613668061367,0.21617852161785214,0.20167364016736403,0.7821841594078436,0.6345496239014757,1.0,0.5697560636085227
163,TF2,2.51673640167364,0.32105997210599724,189.0,1.0,0.22482566248256625,0.09623430962343096,0.2885634588563459,0.3903765690376569,0.30790815997018045,0,0.6774697402450707,0.3597977069615724
164,Cycler CCCDCD,2.5154811715481173,0.7,116.0,1.0,0.4651324965132496,0.23486750348675034,0.20641562064156208,0.09358437935843794,0.5996773421020045,0.5914392723381486,1.0,1.0
165,Sneaky Tit For Tat,2.4987447698744774,0.6216178521617852,79.0,1.0,0.40697350069735005,0.21464435146443514,0.22566248256624827,0.15271966527196654,0.7255774080654644,0.6654157130347608,0.6209543166860241,0.7944872453347029
166,Average Copier,2.494560669456067,0.6970711297071129,67.0,0.499302649930265,0.5514644351464436,0.14560669456066944,0.13668061366806136,0.16624825662482567,0.8901796366236414,0.5301316164373489,0.7945879158548841,0.48259044591487626
167,Alternator,2.493723849372385,0.5,127.0,1.0,0.2389121338912134,0.2610878661087866,0.3211994421199442,0.1788005578800558,0,0,1.0,1.0
168,Second by Colbert,2.478661087866109,0.8135285913528592,63.0,1.0,0.6223152022315203,0.1912133891213389,0.10362622036262203,0.08284518828451883,0.869919606524962,0.7064113410296682,0.9432478632478632,0.7261904761904763
169,UsuallyDefects,2.478661087866109,0.11896792189679219,164.0,0.0,0.026638772663877267,0.09232914923291492,0.37796373779637377,0.503068340306834,0,0,0,0.5141243747587576
170,Second by Mikkelson,2.474476987447699,0.9700139470013946,0.0,1.0,0.8132496513249652,0.15676429567642958,0.0011157601115760112,0.02887029288702929,1.0,0.8666045963840081,1.0,1.0
171,Meta Hunter Aggressive: 7 players,2.474476987447699,0.6849372384937239,112.0,1.0,0.4490934449093445,0.23584379358437937,0.20516039051603904,0.1099023709902371,0.7746384521999714,0.9549334093611453,1.0,0.9468201754385964
172,Second by WmAdams,2.471548117154812,0.9645746164574617,0.0,1.0,0.801534170153417,0.16304044630404463,0.007670850767085078,0.02775453277545328,1.0,0.856801586213351,0,1.0
173,Handshake,2.4598326359832634,0.15355648535564853,210.0,1.0,0.11018131101813111,0.04337517433751743,0.32161785216178523,0.5248256624825662,0.6562358276643991,0.9591666666666667,0,0.6224747474747474
174,Fortress3,2.458995815899582,0.19623430962343097,151.0,0.0,0.04769874476987448,0.14853556485355648,0.3785216178521618,0.4252440725244072,1.0,0,0,0.4366649985028488
175,UsuallyCooperates,2.4535564853556484,0.9606694560669456,0.0,1.0,0.7715481171548118,0.1891213389121339,0.025244072524407253,0.01408647140864714,0.9322897480037486,1.0,1.0,1.0
176,ThueMorse,2.4527196652719665,0.5,129.0,0.0,0.23193863319386335,0.2680613668061367,0.31408647140864715,0.18591352859135288,0.4269221975207891,0.5289122963325091,0.7885627895496317,0.804257890895822
177,Defector Hunter,2.4464435146443515,0.9796373779637378,0.0,1.0,0.801813110181311,0.17782426778242677,0.003905160390516039,0.016457461645746164,1.0,0.9713771377137714,1.0,0
178,Math Constant Hunter,2.4418410041841003,0.9596931659693166,10.0,1.0,0.7708507670850766,0.1888423988842399,0.02203626220362622,0.018270571827057186,0.9779497009317535,0.934092058462768,0,0.982456140350877
179,Fortress4,2.4259414225941422,0.12482566248256625,136.0,0.0,0.012691771269177126,0.11213389121338913,0.37935843793584384,0.49581589958158995,1.0,0,0,0.28138126752569736
180,Prober 2,2.415899581589958,0.696513249651325,62.0,0.0,0.5108786610878662,0.18563458856345885,0.14463040446304046,0.1588563458856346,1.0,0.7108607796107796,1.0,0.6013888888888889
181,Tricky Defector,2.413807531380753,0.19735006973500696,156.0,0.0,0.04435146443514644,0.15299860529986054,0.3694560669456067,0.4331938633193863,0,1.0,0,0.25802866449103207
182,Second by White,2.4125523012552303,1.0,0.0,1.0,0.804323570432357,0.19567642956764295,0.0,0.0,1.0,1.0,0,0
183,ALLCorALLD,2.409623430962343,0.595536959553696,88.0,0.595536959553696,0.48033472803347277,0.11520223152022314,0.14323570432357044,0.2612273361227336,1.0,1.0,0,0
184,"Bush Mosteller: 0.5, 0.5, 3.0, 0.5",2.408786610878661,0.43793584379358436,125.0,0.5383542538354253,0.24532775453277544,0.1926080892608089,0.2785216178521618,0.28354253835425386,0.5069478437455025,0.4074934691998184,0.43569374648084136,0.4824339247824431
185,Random Hunter,2.408786610878661,1.0,0.0,1.0,0.8027894002789401,0.19721059972105998,0.0,0.0,1.0,1.0,0,0
186,Win-Shift Lose-Stay: D,2.407112970711297,0.5336122733612273,131.0,0.0,0.24407252440725244,0.2895397489539749,0.300557880055788,0.16582984658298466,0,1.0,1.0,0
187,First by Davis: 10,2.4062761506276154,1.0,0.0,1.0,0.803486750348675,0.19651324965132497,0.0,0.0,1.0,1.0,0,0
188,Eventual Cycle Hunter,2.402510460251046,1.0,0.0,1.0,0.8008368200836821,0.199163179916318,0.0,0.0,1.0,1.0,0,0
189,Level Punisher,2.402510460251046,1.0,0.0,1.0,0.799023709902371,0.200976290097629,0.0,0.0,1.0,1.0,0,0
190,First by Tullock,2.401255230125523,1.0,0.0,1.0,0.8005578800557881,0.199442119944212,0.0,0.0,1.0,1.0,0,0
191,"Grumpy: Nice, 10, -10",2.401255230125523,1.0,0.0,1.0,0.801534170153417,0.198465829846583,0.0,0.0,1.0,1.0,0,0
192,Cycler CCD,2.400418410041841,0.7,72.0,1.0,0.41562064156206413,0.2843793584379358,0.21394700139470013,0.08605299860529986,0.478925017433986,0.6678344576130614,1.0,1.0
193,Cooperator,2.397489539748954,1.0,0.0,1.0,0.799023709902371,0.200976290097629,0.0,0.0,1.0,1.0,0,0
194,Arrogant QLearner,2.3953974895397487,0.9546722454672245,23.0,0.9581589958158996,0.7364016736401674,0.21827057182705717,0.035843793584379356,0.009483960948396094,0.9498813972138859,0.9712331959431165,0.981981981981982,1.0
195,Worse and Worse,2.394560669456067,0.9965132496513249,4.0,0.99860529986053,0.7947001394700139,0.201813110181311,0.002789400278940028,0.000697350069735007,0.9965828068239309,0.9949327457047897,1.0,1.0
196,Alternator Hunter,2.394142259414226,0.9916317991631799,1.0,1.0,0.790376569037657,0.20125523012552302,0.0036262203626220364,0.004741980474198047,0.995147986414362,0.9945533769063181,0,0
197,Cycle Hunter,2.393723849372385,0.9899581589958159,1.0,1.0,0.7885634588563459,0.20139470013947,0.005160390516039052,0.004881450488145049,0.9934697855750487,0.9852750809061488,0,0
198,Defector,2.392468619246862,0.0,223.0,0.0,0.0,0.0,0.3474198047419805,0.6525801952580196,0,0,0,0
199,Second by Champion,2.389958158995816,1.0,0.0,1.0,0.7969316596931659,0.20306834030683402,0.0,0.0,1.0,1.0,0,0
200,Suspicious Tit For Tat,2.389958158995816,0.507112970711297,113.0,0.0,0.32315202231520224,0.18396094839609484,0.23193863319386335,0.2609483960948396,1.0,0,1.0,0
201,Better and Better,2.3828451882845187,0.005857740585774059,220.0,0.0,0.0012552301255230125,0.004602510460251046,0.3468619246861925,0.6472803347280335,0,1.0,0.053725454284277815,0.0561788345346837
202,Hesitant QLearner,2.3807531380753137,0.9510460251046026,27.0,0.9483960948396095,0.7213389121338912,0.22970711297071128,0.037935843793584376,0.01101813110181311,0.948003067929701,0.9595435263283347,0.9657534246575342,0.953125
203,ShortMem,2.3799163179916314,1.0,0.0,1.0,0.794281729428173,0.20571827057182704,0.0,0.0,1.0,1.0,0,0
204,Random: 0.5,2.37907949790795,0.503905160390516,113.0,0.5076708507670851,0.28005578800557884,0.22384937238493724,0.26178521617852163,0.23430962343096234,0.523610227941829,0.5298394383394384,0.5120929687596354,0.5494184922838474
205,First by Anonymous,2.3744769874476988,0.496931659693166,114.0,0.5313807531380753,0.27433751743375173,0.22259414225941423,0.26778242677824265,0.23528591352859135,0.4984898897398898,0.49110977563599995,0.5323386704623574,0.5517841356794011
206,Desperate,2.372803347280335,0.33152022315202234,115.0,0.5230125523012552,0.09442119944211995,0.23709902370990235,0.3536959553695955,0.31478382147838213,0,0,0,1.0
207,Cycler DDC,2.3723849372384938,0.3,143.0,0.0,0.09637377963737798,0.20362622036262204,0.3495118549511855,0.3504881450488145,0,0,0.4707785107049813,0.6999914636970475
208,Cautious QLearner,2.3594142259414226,0.9503486750348675,22.0,0.9609483960948396,0.7225941422594142,0.22775453277545327,0.03682008368200837,0.012831241283124127,0.9475901708884361,0.9482557558640756,0.978286384976526,0.9821428571428571
209,Meta Minority: 217 players,2.3539748953974895,0.45578800557880056,122.0,0.0,0.1302649930264993,0.32552301255230126,0.3536959553695955,0.19051603905160389,0.27595704948646127,1.0,0,1.0
210,ThueMorseInverse,2.3518828451882845,0.5,88.0,1.0,0.23514644351464437,0.26485355648535563,0.2863319386331939,0.21366806136680616,0.3073435725031469,0.42147058823529415,0.5224894896769897,0.8176628089944673
211,Cycler CCCD,2.3514644351464433,0.8,65.0,1.0,0.5227336122733612,0.27726638772663875,0.1461645746164575,0.05383542538354254,0.6887597265552515,0.8285965012095665,1.0,1.0
212,Bully,2.3506276150627614,0.45327754532775455,124.0,0.0,0.12789400278940027,0.3253835425383543,0.3538354253835425,0.19288702928870294,0,1.0,0,1.0
213,Anti Tit For Tat,2.3502092050209207,0.5234309623430963,118.0,1.0,0.20697350069735007,0.3164574616457461,0.3143654114365412,0.1622036262203626,0,1.0,0,1.0
214,Hard Go By Majority,2.3502092050209207,0.499302649930265,112.0,0.0,0.3202231520223152,0.17907949790794978,0.22245467224546722,0.27824267782426776,1.0,0.7411843711843711,0.8910166321303762,0
215,Risky QLearner,2.3472803347280333,0.9467224546722455,21.0,0.9581589958158996,0.7163179916317991,0.23040446304044632,0.041143654114365415,0.012133891213389121,0.9440654390050535,0.9418304521504227,0.9709129511677282,0.986111111111111
216,Hard Go By Majority: 5,2.3397489539748957,0.500278940027894,112.0,0.0,0.32203626220362624,0.17824267782426778,0.21924686192468618,0.2804741980474198,1.0,0.6848469387755102,0.8933769282360832,0
217,Negation,2.3389121338912133,0.48786610878661085,120.0,0.49511854951185497,0.17140864714086473,0.3164574616457462,0.3305439330543933,0.1815899581589958,0,1.0,0,1.0
218,Cycler CCCCCD,2.3351464435146445,0.9,50.0,1.0,0.6407252440725244,0.2592747559274756,0.0792189679218968,0.02078103207810321,0.8701454217440383,0.9407394253209899,1.0,1.0
219,Hard Go By Majority: 40,2.3326359832635983,0.49414225941422596,108.0,0.0,0.30962343096234307,0.18451882845188286,0.22301255230125522,0.2828451882845188,1.0,0.7225030525030526,0.9047754229897088,0
220,Hard Go By Majority: 10,2.3292887029288707,0.4905160390516039,110.0,0.0,0.3101813110181311,0.1803347280334728,0.22147838214783824,0.2880055788005579,1.0,0.7380774697938877,0.8936547260006976,0
221,Cycler DC,2.3267782426778245,0.5,93.0,0.0,0.18186889818688984,0.31813110181311016,0.3209205020920502,0.17907949790794978,0,0,1.0,1.0
222,Hard Go By Majority: 20,2.325523012552301,0.4905160390516039,108.0,0.0,0.30683403068340304,0.18368200836820084,0.22343096234309623,0.28605299860529987,1.0,0.7416232638888889,0.9015526074138513,0
223,SolutionB5,2.3158995815899583,0.4213389121338912,162.0,0.0,0.2839609483960948,0.13737796373779637,0.22119944211994422,0.35746164574616457,1.0,0,0.8715929620906997,0
224,Hopeless,2.3125523012552303,0.6747559274755928,97.0,0.497907949790795,0.300418410041841,0.37433751743375177,0.26820083682008367,0.05704323570432357,0,1.0,1.0,1.0
225,EasyGo,2.312133891213389,0.6778242677824268,64.0,0.0,0.3502092050209205,0.32761506276150626,0.2323570432357043,0.0898186889818689,1.0,1.0,0,1.0
226,$e$,2.309623430962343,0.6753138075313807,65.0,1.0,0.3304044630404463,0.34490934449093447,0.24630404463040448,0.07838214783821479,0.6023289825505015,1.0,0.5729769805746037,1.0
227,SelfSteem,2.305857740585774,0.5154811715481171,96.0,0.49232914923291493,0.31422594142259413,0.20125523012552302,0.2209205020920502,0.26359832635983266,0.7140159223711501,0.4516282440079231,0.598459010959011,0.35451928398839033
228,Tricky Cooperator,2.301255230125523,0.7673640167364016,68.0,1.0,0.4617852161785216,0.30557880055788006,0.17154811715481172,0.061087866108786616,0.8086959308133955,1.0,0,1.0
229,Cooperator Hunter,2.299581589958159,0.7891213389121339,66.0,1.0,0.500697350069735,0.2884239888423989,0.15104602510460252,0.059832635983263605,0.8447046286325965,1.0,0,1.0
230,$\pi$,2.297489539748954,0.6859135285913529,93.0,1.0,0.3500697350069735,0.3358437935843794,0.23486750348675034,0.0792189679218968,0.6403739023202171,1.0,0.6882086167800454,1.0
231,Winner21,2.2966527196652717,0.3778242677824268,180.0,0.0,0.2765690376569037,0.10125523012552301,0.21115760111576012,0.4110181311018131,1.0,0,0.6627965018810089,0.3570955916064612
232,AntiCycler,2.280334728033473,0.6,77.0,1.0,0.29428172942817293,0.30571827057182704,0.2510460251046025,0.1489539748953975,0.387965009618553,0.5682591482591483,0.6800860521592229,0.9506497470783185
233,Aggravater,2.278661087866109,0.12105997210599721,223.0,0.0,0.10934449093444908,0.011715481171548118,0.2670850767085077,0.6118549511854952,1.0,0,0.2525580892973985,0
234,Willing,2.2778242677824267,0.9140864714086472,21.0,0.5146443514644351,0.6732217573221757,0.24086471408647142,0.045048814504881456,0.0408647140864714,1.0,1.0,1.0,0
235,$\phi$,2.2656903765690375,0.602092050209205,73.0,1.0,0.25536959553695954,0.34672245467224544,0.2757322175732218,0.12217573221757323,0.3652741783176565,1.0,0.32948144169948673,1.0
236,"Gradual Killer: (D, D, D, D, D, C, C)",2.2221757322175733,0.37615062761506274,107.0,0.0,0.2198047419804742,0.15634588563458857,0.23765690376569037,0.38619246861924683,1.0,0.7455297619047618,0.21167761650114586,0.2737229710452422
237,Pun1,2.215062761506276,0.6852161785216179,67.0,0.0,0.3846582984658299,0.300557880055788,0.18619246861924685,0.12859135285913528,1.0,0.49017728303442587,1.0,1.0
238,Opposite Grudger,2.1874476987447697,0.8228730822873083,48.0,0.0,0.5474198047419805,0.2754532775453277,0.09316596931659694,0.08396094839609484,1.0,1.0,1.0,0
239,SolutionB1,2.114644351464435,0.7309623430962343,57.0,0.0,0.4380753138075314,0.2928870292887029,0.13375174337517434,0.13528591352859137,1.0,1.0,0.46045454545454545,0.9360998877665544
